,id,noun.id,previousDelegate.id,newDelegate.id
0,0xb012d9f4c87c27c8c2c1f8b5681ea2e54822c64f5e1b985bcd5be2d7acea0891_175,175,0x7f33beaa131a6896b97e27c505c532ce40f88f33,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
1,0xb03ad8b83b4fbb62ff20dd8436ead831ae28410b4e3eb46ffd4f03730d8e83d1_141,141,0x830bd73e4184cef73443c15111a1df14e495c706,0x81974c1a09e53c5129c6e4f74e547fda0adf4d2d
2,0xb03ad8b83b4fbb62ff20dd8436ead831ae28410b4e3eb46ffd4f03730d8e83d1_142,142,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
3,0xb083d087172c001836265ea3312d2b7bb46831f86845fd032769f183a6d5c597_162,162,0x47d4f20ae83bcd350105f199f900e6e6104dab6a,0x75ee6eb3d8dacf41ee2e5307090b197d3e1cca6e
4,0xb085709c730608e2ed7d57118aebedcc66ffd226f9a81255783f1254a53414a9_144,144,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b,0x6729de759c2d54bf547082f4fe57ddf3fd847ab4
5,0xb0ae715eebba36a5af182bcab322e63e65ae15b2825507c33177a467ea7d3bf7_375,375,0x830bd73e4184cef73443c15111a1df14e495c706,0x4e142fe48c71092e78be1f1082fa8ce0cb15c354
6,0xb0ae715eebba36a5af182bcab322e63e65ae15b2825507c33177a467ea7d3bf7_376,376,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
7,0xb0fa71a09150221a89fe2589c6d35790579b9bd2ac6e01bb6e7ca0258356e9c3_19,19,0xed345b69b68086d2dfca17fc87e0e8909b858dd3,0xa397d02928acaaf6553fd7e832413c5a732cf559
8,0xb14b58c5c1a38e1754469543a28941b92db862e0a2b7c735b2d2bad1d75b0803_259,259,0x270b157a6bb0290484866383e14c1ef9375c6fe8,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
9,0xb1aacdaa4e1a31be51025a20c45b903b284f250eed805f311949129d01029cdf_137,137,0xbf5a7f9ea27322c07a50c78a512a9972e5557c34,0x36a5bc205df1ed65c86301022cfc343a6ce546ff
10,0xb1e4555dba93ac768f8f1506a829e75a7051a60f78de3b1d16c164d953f39ecb_16,16,0x912a526852527dfb5d44c22a15b708aa493cda6b,0x48e3e06520ff208746b8555076f7af3e71af1a4f
11,0xb2161a1a3bb4be440835e9a7eb150e1d0d479cfc2435f338194c87620bf62c3b_153,153,0x270b157a6bb0290484866383e14c1ef9375c6fe8,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
12,0xb2161a1a3bb4be440835e9a7eb150e1d0d479cfc2435f338194c87620bf62c3b_218,218,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0x270b157a6bb0290484866383e14c1ef9375c6fe8
13,0xb22253bdb7fbb16e800038f1ba0cb640b423eda3c57e31005e889728a8f6dbe8_277,277,0x830bd73e4184cef73443c15111a1df14e495c706,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
14,0xb22253bdb7fbb16e800038f1ba0cb640b423eda3c57e31005e889728a8f6dbe8_278,278,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
15,0xb225f22575682fded11ca191d63bc22b241efe8eca236120a954da23e0d69e28_388,388,0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,0xa903c06bf35286f6d1cdad25396748353979a44c
16,0xb22931719a554c6a1c3349889353ac56638a13922857aac70728f8be2ba505aa_282,282,0x830bd73e4184cef73443c15111a1df14e495c706,0x90a9d3661b1963bc33ccf4d55d663df5856c1126
17,0xb22931719a554c6a1c3349889353ac56638a13922857aac70728f8be2ba505aa_283,283,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
18,0xb38d4b7e6f10f148477cd14a70d7d6856ccd6e9757f344e3b0a7a1c384fe4421_372,372,0x830bd73e4184cef73443c15111a1df14e495c706,0x7fa020f063b3a06153ed755cee5923039efb86a3
19,0xb38d4b7e6f10f148477cd14a70d7d6856ccd6e9757f344e3b0a7a1c384fe4421_373,373,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
20,0xb3c0f6eba492d3026270f3f45d2c3f6a39b5ba7b47245a92eb35c50ae44ecd79_125,125,0xfe0c4192a3fcf7b781c9adb3064d19dc40585f8d,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9
21,0xb3ed4e353b58eb403546bee5c6a15aecde28b942c56702e394a502f95219439a_293,293,0x830bd73e4184cef73443c15111a1df14e495c706,0x89cbb15c7ab08a39328b0e3ddf8cffa8d7c50899
22,0xb3ed4e353b58eb403546bee5c6a15aecde28b942c56702e394a502f95219439a_294,294,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
23,0xb45f0869c80c9a38b2a59f581397c972d977fff2897abb36d8e46e3c9d36be54_15,15,0x830bd73e4184cef73443c15111a1df14e495c706,0x2536c09e5f5691498805884fa37811be3b2bddb4
24,0xb45f0869c80c9a38b2a59f581397c972d977fff2897abb36d8e46e3c9d36be54_16,16,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
25,0xb468abbcbb34a9bedb3a93f074adb3a18fbe0cb0926d40ee8edad14c213b0fc8_274,274,0x830bd73e4184cef73443c15111a1df14e495c706,0x90a9d3661b1963bc33ccf4d55d663df5856c1126
26,0xb468abbcbb34a9bedb3a93f074adb3a18fbe0cb0926d40ee8edad14c213b0fc8_275,275,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
27,0xb47da123d20fdb38255fad893a3746427ac1c4600e3952aeac60f17ad7c36a86_146,146,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9
28,0xb47da123d20fdb38255fad893a3746427ac1c4600e3952aeac60f17ad7c36a86_310,310,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0x83fcfe8ba2fece9578f0bbafed4ebf5e915045b9
29,0xb48b216c03d65966ac282dc9d19dd794bf22afe76d5aedde2349cdd3ba10b14a_95,95,0xfe2f279d3679bac2d07cf46c93503410ef9ca448,0xcc6c1d21e8474b3578e69eb036c712ab08ffdfbb
30,0xb4d7d858ebaec910437378a63bb5bcd5110b49bbf2381b02748b8cf51d725632_49,49,0xf8d24586f793fab81248f0b23f47e5b6bc0a6c9a,0x43a330dec81bbd5e21f41c6b8354e54d481efc93
31,0xb61d94b5476a2c32794c7cf8d7e24fd4ab0c2949ced2285cec103c8c370ec61b_36,36,0x830bd73e4184cef73443c15111a1df14e495c706,0x17beaa158e68ff9225b4c85151831c7a0d8f258d
32,0xb61d94b5476a2c32794c7cf8d7e24fd4ab0c2949ced2285cec103c8c370ec61b_37,37,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
33,0xb760206024d6aeba8a577572b2cbea00e4c26a403e66187796d597fe9a0f8425_84,84,0x1e267dc94135ce1bcbc0d840510daf5ae6f34c44,0x41a47ff6026f36773b145f40d7c735b0a633cee9
34,0xb7fb00d842175603df44e4a4468baad33a6900a79e37d06b9bcc311745c13605_233,233,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
35,0xb7fb00d842175603df44e4a4468baad33a6900a79e37d06b9bcc311745c13605_278,278,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
36,0xb84b39402c5fc8bbbf4d72be1f59b99c38d00fbbb98eaf35d2c9ac1ecc9ab60b_28,28,0xb88f61e6fbda83fbfffabe364112137480398018,0xa1e4f7dc1983fefe37e2175524ebad87f1c78c3c
37,0xb888fd5b126ebc4e3f6730c863b24e15b7be8e5e466fe40e5aa4f2aec4d135f0_263,263,0xd862bedfb3c49b7d5e71638ff96f1bed6ffc134c,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
38,0xb8890fe5a47e39900f88c40f08ddd184f97bf595d476cd08d4f986ed09a0ad61_134,134,0xe7fc2c5bf4199ea58252583c1c4cbf7227f6019e,0x979135450371c24fdd3cbc5904298a92b372f6c8
39,0xb889f467e4a63016cc21175728bcd3c643519d5a04443435ae5fcb063b24c68b_135,135,0x585f4fbe2d2a889c286fa71fb81d01f30773f4b1,0x3496f3600070cc01d9665d1057f6f39afc0fe149
40,0xb889f467e4a63016cc21175728bcd3c643519d5a04443435ae5fcb063b24c68b_55,55,0x585f4fbe2d2a889c286fa71fb81d01f30773f4b1,0x3496f3600070cc01d9665d1057f6f39afc0fe149
41,0xb9095c2719ea0d2de6637e39fd01dd2bacb0779250014355556bf6141c0952fb_352,352,0x830bd73e4184cef73443c15111a1df14e495c706,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
42,0xb9095c2719ea0d2de6637e39fd01dd2bacb0779250014355556bf6141c0952fb_353,353,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
43,0xb92386a003417ea58380ada0b10a0e3eb807cdd2097053e7cae2aa6d018fe86b_78,78,0x830bd73e4184cef73443c15111a1df14e495c706,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b
44,0xb92386a003417ea58380ada0b10a0e3eb807cdd2097053e7cae2aa6d018fe86b_79,79,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
45,0xba0cd047d1ac3b7df6cf33bed9ef06f8b3c1b7bcd55cde529e2096fb9468681c_175,175,0xdb94daa8bf1b6f45b122f442f922a2c4dd2f7ade,0xe5e4b1ec4061d6fc932207dfc5cf96bd27fb11da
46,0xba45e5d84d475ea0c390a192095b78ad637ae69ed18d23d13e648a7869cfeb9d_148,148,0xd879600d6e58ed385c9af4cad15bdf78a58889ae,0x9646e0f7544b8ee3649e7ac77eef0cf5b53b748a
47,0xba4fcfb2071b225cdda529468cc3bc24b199f81dee585b6e0247627062379893_207,207,0x55e1490a1878d0b61811726e2cb96560022e764c,0x29153510ae8fbd3b6ce1a0e3e2147f5ddf3da23a
48,0xba71d4e7ef102388d8282882f018934b6db110b206db047555bfeb7400d862be_279,279,0x830bd73e4184cef73443c15111a1df14e495c706,0x90a9d3661b1963bc33ccf4d55d663df5856c1126
49,0xba71d4e7ef102388d8282882f018934b6db110b206db047555bfeb7400d862be_280,280,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
50,0xba71d4e7ef102388d8282882f018934b6db110b206db047555bfeb7400d862be_281,281,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
51,0xba8560127d046bb5b2c92cae027a8741f3301975ef37752e23e3b3b1e565cd07_46,46,0x830bd73e4184cef73443c15111a1df14e495c706,0xf8d24586f793fab81248f0b23f47e5b6bc0a6c9a
52,0xba8560127d046bb5b2c92cae027a8741f3301975ef37752e23e3b3b1e565cd07_47,47,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
53,0xbaebd95fcc6714f5a5c0a9b7f5edfe56e184c8213540cd2df0bd4693e77e0e94_317,317,0x0c775fe687bc11f265899d40542d2d065d10ad0b,0xdead753f9b1eb8f2f7372e8587e7c6e342daac89
54,0xbb79281287dd25830f6e43ceedbe218ad3bc88ca657509b04323b57213fed991_97,97,0x1ff2875cd548eeae6d22f26bae2d72a50fd143c7,0x7fa020f063b3a06153ed755cee5923039efb86a3
55,0xbb9a3e663ac2508ae5518b2b33b8866dfd33a70851358b63b4e71cebbb8f48b6_388,388,0x830bd73e4184cef73443c15111a1df14e495c706,0x5d802e2fe48392c104ce0401c7eca8a4456f1f16
56,0xbb9a3e663ac2508ae5518b2b33b8866dfd33a70851358b63b4e71cebbb8f48b6_389,389,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
57,0xbc15e2031c99f2db380ab99616ad972878b6afb6c3d817d7b0b7c758a9388390_334,334,0x5d802e2fe48392c104ce0401c7eca8a4456f1f16,0x4ba94314687a0bd02c9f1b944ff1a96efd88241b
58,0xbc48fda7244f2f8ecfad190b49127e979cb4b555e1aef18b94007ac6e410b791_157,157,0x024bcbcaad82e67f721799e259ca60bc7d363419,0xceb78abfad166c11e350156fd671b385265a6c87
59,0xbc7daff98e39913898251699b634b9fe5b5453bbad873ccefcd16ce0aeb322ea_168,168,0xf1544ba9a1ad3c8c8b507de3e1f5243c3697e367,0xa4c8d9e4ec5f2831701a81389465498b83f9457d
60,0xbc92ce131e7519e7414f74d7baa538d92335b66258146caf49f200391a008675_142,142,0xf6c625851d48fe26b50d96b821a87efc7e35c222,0x6937db08db977c734fc1ce884d2915b05147f845
61,0xbd7e85b06331f26f0e039933f50aaeabcab8801db1aa40bfe660a5dff9b58f92_177,177,0x6d40c2da94c6522e361904383c37c605f39b8e73,0xd79b31e43090fa967f5dd3495b7290aabeacb622
62,0xbe11756fd96963e5f82f438a159326fce324b7df1283ee4743dd1c9d10566569_116,116,0x021edd67d43b365a6401a5ee704aa6f264f3f4e4,0x8323f1c687f7e2296ec71ee3549a7430ea7ec730
63,0xbe385902ed9e6715147b59494bbfc6fbf38c03576a502fed8156da82e5f08287_321,321,0x830bd73e4184cef73443c15111a1df14e495c706,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
64,0xbe385902ed9e6715147b59494bbfc6fbf38c03576a502fed8156da82e5f08287_322,322,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
65,0xbee365f405730e7ba4ba2e7fd8b476464c617ddf9a780fa58098db5eaeeb22e6_382,382,0x830bd73e4184cef73443c15111a1df14e495c706,0xf627e5f4bad95a956468d8bb6ee20b119f992e96
66,0xbee365f405730e7ba4ba2e7fd8b476464c617ddf9a780fa58098db5eaeeb22e6_383,383,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
67,0xbeffe0820b928925402bbeb39ae80a5f6e5bdfde628e13e41b507081b2b9e313_72,72,0x879253b5cc2b13bb976e075f0571f85454a315f6,0xce6404642bb08f897fce5317c1349656ca44f2d8
68,0xbeffe0820b928925402bbeb39ae80a5f6e5bdfde628e13e41b507081b2b9e313_93,93,0x879253b5cc2b13bb976e075f0571f85454a315f6,0xce6404642bb08f897fce5317c1349656ca44f2d8
69,0xbf13d52ee843548dcadddef5f3fd656bed0424a2fdd70fe2f3a40958b2f4cf70_325,325,0x920d5e8a6d314cd59eb5d9faf526fa7b24e127fa,0x9c34e60ac65ddf9fe822a2a8477f22bccb4463e2
70,0xbf3bd00577eaf1c24a198360e2912e0616dec28ccf36d17f97505c43c273c60d_142,142,0xbf5a7f9ea27322c07a50c78a512a9972e5557c34,0xf6c625851d48fe26b50d96b821a87efc7e35c222
71,0xbf6fc8c97c41bf5caf504655b1c0f54bee7fa7d84d553b41cdc04fd1d6b25fb1_6,6,0x2124bf73abd9a1a8d2d23633ccc28972da90c20d,0xf476cd75be8fdd197ae0b466a2ec2ae44da41897
72,0xbfb2c8846bc275cb02b43257048c8580c584a8569bb23dbaabb74cbf84e02e7f_140,140,0xfc9e8db5e255439f430e058462360dd52b87cb4f,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
73,0xbfb2c8846bc275cb02b43257048c8580c584a8569bb23dbaabb74cbf84e02e7f_20,20,0xfc9e8db5e255439f430e058462360dd52b87cb4f,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
74,0xbfb2c8846bc275cb02b43257048c8580c584a8569bb23dbaabb74cbf84e02e7f_220,220,0xfc9e8db5e255439f430e058462360dd52b87cb4f,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
75,0xbfb79745947ca79344f6288540b3f22cb7ce903c11bb881ffd6d36d5e05475a3_57,57,0x57524efc73e194e4f19dc1606fb7a3e1dbf719b3,0x91e371c3cd3aa81af27b1602d4d8cf9d81ec5a90
76,0xc04efb0d93cfea25e9f0d481b524811189bb95e09f73d74bc8325330d1a9ca6d_164,164,0xf896527c49b44aab3cf22ae356fa3af8e331f280,0xc3bb8481be69bbacd14ed278ea219eb0f19748ac
77,0xc13cd02e1a0dd3e20f3931a601cbe626f438087864cbb7cc565b4a3bea07d572_194,194,0x830bd73e4184cef73443c15111a1df14e495c706,0x1e32a859d69dde58d03820f8f138c99b688d132f
78,0xc13cd02e1a0dd3e20f3931a601cbe626f438087864cbb7cc565b4a3bea07d572_195,195,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
79,0xc1f43b96f03a59ed7d357b83c55bf867db924f044689f3be9901823fe5e8611c_296,296,0x2ef9834de85f62f36fe39cb3387d30469762ad1b,0xa7f3f205fb211fbd8c94273d0b6cbff725fe6807
80,0xc257a176006d2b470b33ed13bddd70b6c025cff4637380782579affd05900b22_109,109,0x830bd73e4184cef73443c15111a1df14e495c706,0xaca3b4110403f3c4dacb35a7b3aa0a84efb6a3e9
81,0xc257a176006d2b470b33ed13bddd70b6c025cff4637380782579affd05900b22_110,110,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x2573c60a6d127755aa2dc85e342f7da2378a0cc5
82,0xc257a176006d2b470b33ed13bddd70b6c025cff4637380782579affd05900b22_111,111,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
83,0xc29ec8dc4399bdf1367656a3d478a342e9e4ced22a87c4a62d784c8bf3029d95_95,95,0xcc6c1d21e8474b3578e69eb036c712ab08ffdfbb,0x3852471d266d9e2222ca9fdd922bafc904dc49e5
84,0xc3b9cb5f9e1d4bdc7843274cc1701ea3875f8aa5caded203b7236634273ab249_266,266,0x6403d0e123c9e0f73265ab3f3dfd4c8ba3599f85,0x6403d0e123c9e0f73265ab3f3dfd4c8ba3599f85
85,0xc3ece344702f8daa328b67cd93cb4a3af1fc2b348c77d523a680e2830f4975d2_242,242,0x830bd73e4184cef73443c15111a1df14e495c706,0x96342f72f2d51027347cba749e852a3e6518e1a9
86,0xc3ece344702f8daa328b67cd93cb4a3af1fc2b348c77d523a680e2830f4975d2_243,243,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
87,0xc41f86d6d89b14f531547e07ce083b29c8ac4b7968beec7aaaae63815d25b0c3_104,104,0x830bd73e4184cef73443c15111a1df14e495c706,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b
88,0xc41f86d6d89b14f531547e07ce083b29c8ac4b7968beec7aaaae63815d25b0c3_105,105,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
89,0xc43e2a2a6018fb4bf2ff5b2c1bf4aa111593b7f091450fa82ae82bfd0c522595_185,185,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0xa397d02928acaaf6553fd7e832413c5a732cf559
90,0xc45ae3ae6a092e318163c291c728a997f47507e8f6260514c26eaba4cd33012a_155,155,0x4754b7e3dede42d71d6c92978f25f306176ec7e9,0x7fa020f063b3a06153ed755cee5923039efb86a3
91,0xc495e19d264a9affe45beab6282ef29fe51994eb05c74e998817b8dac208c25b_24,24,0x830bd73e4184cef73443c15111a1df14e495c706,0x180e0db5c0c3204520a96c6d77c94402b5001241
92,0xc495e19d264a9affe45beab6282ef29fe51994eb05c74e998817b8dac208c25b_25,25,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
93,0xc4f4f42247df01ba30aab4bc72669539939842555488f5d5fc65428f01411837_212,212,0x8266a38fae251cce7b11f86cb548fcab03bebfca,0xa1e4f7dc1983fefe37e2175524ebad87f1c78c3c
94,0xc4fad2688e55a1cf0454ed2e0caed5f2f94518d8b0ff4756d40259f957b47335_31,31,0xc94bb9a7485954e17f589e572346cd8b7deadbe1,0x696ed7b26f4b019ceec78dc8b9140ad64a6f354b
95,0xc569dc423d83600ecf5c492245c3de601ee59df8e71bed21b1929a82e7d1fff2_292,292,0xa7192525cb9fc74c5ce0ae714169cbd3073a229d,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
96,0xc5b034f29c826558864bfe4b4fe8a21a6104505e69a85dfbf10d8377b5cbaa99_204,204,0x830bd73e4184cef73443c15111a1df14e495c706,0x4754b7e3dede42d71d6c92978f25f306176ec7e9
97,0xc5b034f29c826558864bfe4b4fe8a21a6104505e69a85dfbf10d8377b5cbaa99_205,205,0x0bc3807ec262cb779b38d65b38158acc3bfede10,0x830bd73e4184cef73443c15111a1df14e495c706
